Date,LSE,SSE,Nikkei225,Dow Jones,Nasdaq,Nifty50
2010-01-04 00:00:00,0.418408458062641,1.18439542017783,0.253782936135072,-0.059684949712801,0.012564395118748,0.873431927235341
2010-01-05 00:00:00,-0.486109228475969,-0.851990929909547,0.464528237555424,0.112939627431642,-0.330048950657258,0.073891189155022
2010-01-06 00:00:00,0.976967586549356,-1.88798857292988,-0.463963752291351,-0.015699359163507,-0.045197665464021,-0.354040434896789
2010-01-07 00:00:00,-2.2114727693904,0.10088998169859,1.09215379722103,-0.312816422579352,0.744326107488111,-0.348655690720627
2010-01-08 00:00:00,0.777391660408636,0.524184773423466,0.748443578791624,-0.106703684902982,-0.205423432904372,0.088658220124889
2010-01-11 00:00:00,-2.38430101950157,1.90541013150728,0.068440293101421,-0.429482773333427,-1.30166597383103,-0.742942064389896
2010-01-12 00:00:00,-2.2988417808028,-3.09435415699532,-1.32463944450325,0.345620602111923,1.12122552757851,0.451986285946315
2010-01-13 00:00:00,2.13235430581173,1.35192922005116,1.60828065323892,-0.500993842204263,0.383036023024188,0.495795833609375
2010-01-14 00:00:00,-1.36789483245968,0.267514138138667,0.682270869045349,-0.278043611205763,-1.24096791716364,-0.146385048070441
2010-01-15 00:00:00,1.38686569665741,0.401525722065048,-1.1566051622397,0.951021004462915,1.41652333015671,0.431245995184301
2010-01-18 00:00:00,0.719930070281498,0.302002698157496,-0.830760218736377,-0.059684949712801,0.118743106436145,-0.93273164328697
2010-01-19 00:00:00,-0.500355498501637,-2.92662802211837,-0.254353119912666,-1.07949051926124,-1.25624475224616,-0.075583077207069
2010-01-20 00:00:00,-0.21550692668781,0.222502301249994,1.21900243927016,1.15324219689433,-1.11511397708674,-2.44269659759737
2010-01-21 00:00:00,-4.31965654683792,-0.958419078174169,-2.55658690656429,2.05267048320096,-2.66628032424758,-1.14150355051723
2010-01-22 00:00:00,-0.451465555987477,-1.09240984082042,-0.735177837162346,2.13211861224538,0.249854209766372,-0.557984471803016
2010-01-25 00:00:00,-1.28496343268789,-2.42426906739083,-1.78270403992102,-0.234189740763343,-0.319796853776887,-3.09111218333613
2010-01-26 00:00:00,-2.67992839062871,0.045242124113932,-0.708941482115635,0.025210191195264,0.802273062510136,0.070130869769123
2010-01-27 00:00:00,0.157345269558364,-1.08588374134246,1.58221511894046,-0.409040108790787,-1.90914390770037,0.291564190193221
2010-01-28 00:00:00,0.785542947760706,0.252330894775863,-2.07647376047887,1.14322866747164,-1.45249664983938,0.304069135548814
2010-01-29 00:00:00,0.155894444025676,-0.162018777762711,0.068439543023061,0.527746681592828,1.11066439618828,0.361536459171799
2010-02-01 00:00:00,1.0116589207708,-1.60345276166652,1.62733949205609,-1.16046980373138,0.86864906160823,-1.42049705553465
2010-02-02 00:00:00,0.924505861753998,-0.225991233925437,0.3205085916716,-1.0811073289404,0.038805008863009,2.10658160153102
2010-02-03 00:00:00,-0.8396913988539,2.35532648566677,-0.464706604245825,0.256071972776542,-2.98871165999819,-1.75390570031879
2010-02-04 00:00:00,-2.92533622770696,-0.283865662085553,-2.8861644331477,2.68311508091235,0.738212291253266,-2.61488217440258
2010-02-05 00:00:00,1.50674539930641,-1.86645256648816,-1.04671960410897,-0.10037723863714,-0.703840381506256,-1.51743341873656
2010-02-08 00:00:00,-0.078134998901544,0.465661274756589,-0.190115189030151,1.04800073473087,1.16742632713065,0.677464092595471
2010-02-09 00:00:00,2.50196598765143,1.14139579306141,0.312998638626956,-1.49374070450876,-0.139478436019389,-0.739668194524419
2010-02-10 00:00:00,-2.3646081973901,0.100553998323549,1.28663510289827,0.201825394137303,1.37530639148979,1.46409442834052
2010-02-11 00:00:00,0.156259820264532,1.09308473218684,0.068440293101421,-1.04306011618475,0.281073258933522,-0.515862363538424
